0,Country,Region,HarvestYear,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_high_meters,altitude_mean_meters,unit_of_measurement,Processing.Method,
1092,Mexico,chilón,2012,7.25,7.08,7.08,7.33,7.33,7.17,7.08,80.33,0.11,Green,940,940,m,Semi-washed / Semi-pulped,
1093,US-Hawaii,kona,2012,7.17,7.5,6.92,7.33,7.67,7.33,7.08,80.33,0.12,Green,130,130,m,Washed / Wet,
1095,Brazil,cerrado - monte carmelo - minas gerais,2017 / 2018,7.17,7.33,7.42,7.08,7,7,7.25,80.25,0.11,Green,995,995,m,Natural / Dry,
1096,Honduras,comayagua,2016,7.25,7.25,7,7,7.42,7,7.33,80.25,0.1,Green,1400,1400,m,Natural / Dry,
1097,Mexico,sierra madre occidental,2016,7.25,7.17,7,7.33,7.33,7,7.17,80.25,0.1,Green,1600,1600,m,Washed / Wet,
1098,Myanmar,"yauk sauk, shan state",2015,8,7.08,7,7.33,7.08,6.92,6.83,80.25,0.11,Green,914.4,914.4,ft,Natural / Dry,
1099,Myanmar,ywar ngan,2014,7.42,7,7.08,7,7.17,7.33,7.25,80.25,0,Green,4287,4287,m,Natural / Dry,
1100,Nicaragua,matagalpa,2015,7.08,6.92,7,7.25,7.5,7.25,7.25,80.25,0.11,Green,900,900,m,Washed / Wet,
1101,US-Hawaii,kona,2014,7.5,7.08,7.67,7.67,7.42,7.58,7.33,80.25,0.12,Green,130,130,m,Natural / Dry,
1103,Taiwan,chiayi fanlu嘉義縣番路鄉,2013/2014,7.25,7.08,7.25,7.25,7.17,7.25,7,80.25,0.11,Green,700,700,m,Semi-washed / Semi-pulped,
1104,Guatemala,oriente,2012,7,7.17,7.33,7.33,7,7.17,7.25,80.25,0.11,Green,1400,1400,m,Washed / Wet,
1105,Mexico,"calnali, hidalgo",2012,7.58,7.33,7.17,7.25,6.75,7,7.17,80.25,0.11,None,808,808,m,Washed / Wet,
1106,Vietnam,dala,2017,7.42,7.25,7.25,7.58,7.42,7.33,7.25,80.17,0,,1550,1550,m,Other,
1107,Nicaragua,jinotega,2015,7.17,7.08,7.08,7.33,7.25,7.08,7.17,80.17,0.11,,1275,1187.5,m,Washed / Wet,
1108,Honduras,marcala,2015,7.25,7.25,7,7.17,7.08,7.08,7.33,80.17,0.11,Green,1400,1400,m,Washed / Wet,
1109,Guatemala,oriente,2013,7.33,7.33,7,7.17,7.17,7.17,7,80.17,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1110,Mexico,coatepec,2012,7.33,7.08,6.92,7.42,7.25,7.08,7.08,80.17,0.11,Green,1250,1250,m,Washed / Wet,
1111,Mexico,zaragoza itundujia,2012,7.58,7.42,7.33,7.5,7.08,7.17,7.42,80.17,0.14,Green,1550,1550,m,Washed / Wet,
1112,Mexico,veracruz,2012,7.33,7.33,7.17,7.08,7.25,7,7,80.17,0.12,Green,1000,1000,m,Washed / Wet,
1113,Guatemala,oriente,2012,7.33,7.33,7,7.33,7,7,7.17,80.17,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1114,US-Hawaii,kona,,7.58,7.5,7.33,7.33,7.67,7.33,7.42,80.17,0.05,,130,130,m,,
1115,Brazil,mantiqueira de minas,2017 / 2018,7.17,7.17,7,7.17,7.25,7.25,7.08,80.08,0.11,Green,1100,1100,m,Pulped natural / honey,
1116,Taiwan,苗栗泰安,2014,7.42,7.25,7.25,7.17,7,7,7,80.08,0.07,Green,850,850,m,Washed / Wet,
1118,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,2013/2014,7.25,7.25,7.25,7.25,7.08,7,7,80.08,0.11,Green,200,200,m,Other,
1119,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.25,7.25,7.25,7,7.25,7.08,7,80.08,0.11,Green,150,150,m,Washed / Wet,
1120,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.25,7.25,7.25,7.08,7.17,7.08,7,80.08,0.11,Green,250,250,m,Semi-washed / Semi-pulped,
1121,Mexico,zaragoza itundujia,2012,7.33,7.17,7.25,7.08,7.08,7.08,7.08,80.08,0.15,None,1300,1300,m,Washed / Wet,
1122,Mexico,escuitla,2012,7.25,7.08,7,7.17,7.33,7.17,7.08,80.08,0.14,Green,1300,1300,m,Washed / Wet,
1123,Nicaragua,jinotega,2017,7.33,7.08,6.92,7.08,7.42,7.17,7,80,0.1,Green,1250,1250,m,Washed / Wet,
1124,Myanmar,"doe kwin, pyin oo lwin",2015,7.17,7.33,7,7.42,7.17,7,6.92,80,0,Green,3845,3845,m,Washed / Wet,
1125,Mexico,"sierra fraylesca, chiapas",2014,7.58,7.75,7.42,7.5,7.5,7.5,7.42,80,0,Green,1500,1400,m,Washed / Wet,
1126,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.25,7.25,7.25,7,7.25,7,7,80,0.11,Green,250,250,m,Washed / Wet,
1127,Thailand,thailand,2012,7.33,6.67,7.08,7.42,7.42,7.08,7,80,0,Green,800,800,m,Washed / Wet,
1128,Mexico,coatepec,2012,7.25,7.25,7.08,7.17,7.33,7.33,7.25,80,0.12,Green,1250,1250,m,Washed / Wet,
1129,Mexico,san miguel del puerto,2012,7.08,7.33,7,7.33,7.08,7,7.17,80,0.11,Green,1100,1100,m,Washed / Wet,
1132,US-Hawaii,kona,2014,7.5,7,7,6.92,7.33,7.17,7,79.92,0.11,Green,130,130,m,Natural / Dry,
1133,Mexico,chiapas,2013,7.33,7.08,7.08,7.33,7.42,7.17,7.17,79.92,0.12,Green,1300,1300,m,Washed / Wet,
1134,Mexico,"motozintla, chiapas",2012,7.17,7.17,6.92,7.25,7.33,7.08,7,79.92,0.12,Green,1100,1100,m,Washed / Wet,
1135,Mexico,veracruz,2012,7.5,7.17,7,7.17,7.25,7.08,6.75,79.92,0,,1100,1100,m,Washed / Wet,
1136,Mexico,jaltenango,2012,7.17,7.08,7.08,7.08,7.5,7.33,7.33,79.92,0.11,Green,1100,1100,m,Washed / Wet,
1137,Mexico,coatepec,2012,7.33,7.25,7,7.42,7.17,7.17,7.25,79.92,0.12,Green,1250,1250,m,Natural / Dry,
1138,Mexico,veracruz,2012,7.17,7.33,7.08,7.58,7.33,7.08,7,79.92,0.11,Green,1250,1250,m,Washed / Wet,
1139,US-Hawaii,kona,,7.5,7.42,7.58,7.42,7.5,7.58,7.58,79.92,0.05,,130,130,m,,
1140,Kenya,kiambu,2017,7,7.08,7,7.17,7.25,7.25,7.08,79.83,0.11,,1500,1500,m,Washed / Wet,
1141,Guatemala,san marcos,2017,7.33,7.25,6.92,7.33,7.25,7.33,7.08,79.83,0.1,Green,1700,1700,m,Washed / Wet,
1142,Nicaragua,jinotega,2014,6.83,7.17,7.17,6.92,7.5,7.08,7.17,79.83,0.11,Green,1250,1250,m,Washed / Wet,
1143,Mexico,veracruz,2012,7.17,7.08,7,7.25,7.5,7,6.83,79.83,0.12,Green,1300,1300,m,Washed / Wet,
1144,US-Hawaii,kona,2012,7.58,7.08,6.83,7.17,7.5,7.17,7.17,79.83,0.12,Blue-Green,130,130,m,Natural / Dry,
1145,Guatemala,oriente,2016,7.5,7.42,7.25,7.58,7.33,7.42,7.25,79.75,0.1,Green,190164,190164,m,Washed / Wet,
1146,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",2014,7.75,7.33,7.17,7.33,7.67,7.83,7.33,79.75,0,,1200,1000,m,Natural / Dry,
1147,Taiwan,"baihe dist., tainan city 臺南市白河區",2013,7.08,7.08,7.25,7,7.17,7.17,7,79.75,0.1,Blue-Green,700,600,m,Washed / Wet,
1148,Thailand,thailand,2013,7.25,7.08,6.92,7.5,7.08,6.92,7,79.75,0.12,Green,800,800,m,Washed / Wet,
1150,CostaRica,brunca,2013,7.58,7.5,7.67,7.75,7.67,7.58,8,79.75,0.1,Bluish-Green,1100,1100,m,Washed / Wet,
1151,Mexico,"la concordia, chiapas",2013,7.58,7.08,7,7,7.5,6.92,6.67,79.75,0.12,Green,1400,1400,m,Washed / Wet,
1152,Mexico,chiapas,2013,7.58,7.08,6.92,7.58,7.5,6.92,6.83,79.75,0.13,Green,1022,1022,m,Washed / Wet,
1153,Mexico,chiapas,2013,7.25,7.08,7,7.17,7.17,7.08,7,79.75,0.12,Green,1300,1300,m,Washed / Wet,
1154,Mexico,zaragoza itundujia,2012,7.25,7.17,7.17,7.08,7.17,7,6.92,79.75,0.14,None,1450,1450,m,Washed / Wet,
1155,Mexico,pochutla,2012,7.33,7.25,7,7.08,7.08,7,7,79.75,0.1,Green,1050,1050,m,Washed / Wet,
1157,Mexico,tuxtla gutierrez,2012,7.25,6.83,6.92,7.08,7.25,7.08,7.33,79.75,0.12,,1100,1100,m,Washed / Wet,
1158,Guatemala,oriente,2016,7.42,7.42,7.25,7.58,7.42,7.33,7.25,79.67,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1159,ElSalvador,cacahuatique,2016,7.25,7.08,7,6.83,7.33,7.17,7,79.67,0,Bluish-Green,1250,1250,m,Washed / Wet,
1160,Thailand,thailand,2013,6.92,7.17,6.83,7.42,7.17,7.08,7.08,79.67,0.12,Blue-Green,800,800,m,Washed / Wet,
1161,Guatemala,oriente,2013,7.5,7,6.83,7.08,7.08,7.17,7,79.67,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1162,Mexico,"la concordia, chiapas",2013,7.42,7.25,6.83,7.58,7.17,6.58,6.83,79.67,0.12,Green,1400,1400,m,Washed / Wet,
1163,Mexico,"tenango de doria, hidalgo",2012,7.33,7.17,7,6.75,7.08,7,7.33,79.67,0.13,None,975,975,m,Washed / Wet,
1164,Mexico,"coatepec, coatepec",2012,6.92,7.17,7.17,7.17,7.08,7.08,7.08,79.67,0,,1264,1264,m,Washed / Wet,
1166,Mexico,tepetzingo,2012,7.08,7,6.92,7.33,7.25,7.08,6.92,79.58,0.12,None,1250,1250,m,Washed / Wet,
1167,Mexico,la concordia,2012,7.25,6.92,6.92,7.33,7.25,7,6.92,79.58,0.13,Green,1550,1550,m,Washed / Wet,
1168,Colombia,huila,4T/10,7.25,7.17,7,6.75,7.17,7.33,6.92,79.58,0.1,,1800,1800,m,,
1169,Guatemala,"chuva, san marcos",2009/2010,7.08,7,6.83,7.33,7.25,7,7.08,79.58,0.17,,1584.96,1325.88,ft,,
1170,Nicaragua,jinotega,2015,6.92,6.92,7,7.42,7.25,7,7,79.5,0.12,Green,1050,1050,m,Natural / Dry,
1171,Taiwan,nantou,2014,6.92,7,7.17,7,7.42,7,7,79.5,0,,700,700,m,Natural / Dry,
1172,Colombia,cundinamarca,2013,7.83,7.5,7.42,7.42,7.67,7.5,7.5,79.5,0,Green,1550,1550,m,Washed / Wet,
1173,Mexico,la concordia,2012,7.25,7.08,6.92,7.25,7.58,7.08,7,79.5,0.12,Green,1550,1550,m,Washed / Wet,
1174,Mexico,"coatepec, coatepec",2012,7.25,7.33,7,7.25,7.17,7.17,7,79.5,0.12,Bluish-Green,1100,1100,m,Washed / Wet,
1175,Guatemala,oriente,2013,7.08,7.33,7.25,7.58,7.33,7.42,7.42,79.42,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1176,Guatemala,oriente,2014,7.25,7.33,6.83,7,7,7.17,6.83,79.42,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1177,Mexico,xicotepec de juarez,2012,7,6.83,6.83,7.42,7.33,7.17,6.83,79.42,0.13,Green,800,800,m,Washed / Wet,
1178,Other,cnra station of divo,2016,7.42,7.25,6.83,7,7.33,7.08,7.08,79.33,0.13,Bluish-Green,200,200,m,Washed / Wet,
1179,Colombia,pereira,2013,7.42,7.25,6.75,7.25,7.42,7.25,7.33,79.33,0,Green,1200,1200,m,Washed / Wet,
1180,Mexico,zentla,2012,7,7,6.83,7.33,7.42,6.92,6.83,79.33,0.14,None,950,950,m,Washed / Wet,
1181,Mexico,zentla,2012,7.42,7.17,7.08,7.17,7.08,7.08,7,79.33,0.14,Green,750,750,m,Washed / Wet,
1183,Taiwan,natou county,2014,7.08,6.83,6.83,7.25,7.42,7.08,6.75,79.25,0.11,Blue-Green,850,850,m,Washed / Wet,
1184,Mexico,veracruz,2012,7,7,6.92,7.17,7.17,7.08,6.92,79.25,0.13,Green,1000,1000,m,Washed / Wet,
1185,Guatemala,santa rosa,2017,7.33,7.42,7.33,7.42,7.5,7.42,7.42,79.17,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1186,Honduras,ocotepeque,2017,7.58,7,6.75,6.92,7,6.92,7,79.17,0.11,Green,1650,1650,m,Washed / Wet,
1187,Guatemala,occidente,2016,7.08,7,6.92,7.42,7,6.92,6.83,79.17,0.11,Green,1320,1320,m,Washed / Wet,
1188,Guatemala,nuevo oriente,2015,7.25,7.17,6.75,7.25,7,6.92,6.83,79.17,0.11,Green,1800,1550,m,Washed / Wet,
1190,Mexico,zaragoza itundujia,2012,7.25,7.08,6.92,7.08,7.17,7.17,7.17,79.17,0.14,None,1550,1550,m,Washed / Wet,
1191,Mexico,yajalon,2012,7.17,6.92,6.92,7.08,7.17,7,6.92,79.17,0.14,Green,1450,1450,m,Washed / Wet,
1192,Mexico,"pluma hidalogo, oaxaca",08/09 crop,6.75,6.75,6.83,7.25,7.58,7.08,6.92,79.17,0.01,,1200,1200,m,,
1193,Guatemala,san marcos,2017,7.58,7.67,7.42,7.42,7.67,7.67,7.67,79.08,0.1,Green,1700,1700,m,Washed / Wet,
1194,US,yauco region,2013,7.42,7.08,6.75,7.33,7.33,6.92,6.92,79.08,0.13,Green,853.44,853.44,ft,Washed / Wet,Green
1195,Mexico,zaragoza itundujia,2012,7.33,7,6.92,7.25,7.33,7.08,6.83,79.08,0.16,None,1500,1500,m,Washed / Wet,
1196,Mexico,tlacuilotepec,2012,7.25,7.08,6.75,7.33,7.42,7,6.92,79.08,0.11,Green,1100,1100,m,Washed / Wet,
1197,Mexico,talpa de allende,2012,7.17,7.25,7.25,7.17,7.25,7.08,7.25,79.08,0.1,Bluish-Green,1200,1200,m,Washed / Wet,
1199,Guatemala,oriente,2014,7.33,7.17,6.58,7.42,7.08,6.83,6.58,79,0.12,Green,1219.2,1219.2,ft,Washed / Wet,
1200,Honduras,intibuca,2014,7,7,7,7,7,7,7,79,0.11,Green,1350,1350,m,Washed / Wet,
1201,Other,san ignacio,2012,7.67,7.17,7.08,7.25,8,7.5,7,79,0,,1400,1400,m,Washed / Wet,
1202,Mexico,"iliatenco, guerrero",2012,6.75,7.08,6.67,7.25,7.17,7.08,7,79,0.12,None,1300,1300,m,Natural / Dry,
1203,Mexico,zaragoza itundujia,2012,7.5,7.17,6.92,7.5,7.25,7,7,79,0.14,Green,1550,1550,m,Semi-washed / Semi-pulped,
1204,Mexico,amatenango de la frontera,2012,7.17,6.83,6.83,7.25,7.17,6.92,6.83,79,0.14,Green,12,12,m,Washed / Wet,
1205,Mexico,"la concordia, chiapas",2013,7.33,7,6.75,7.08,7.17,7.25,7,78.92,0.12,Green,1300,1300,m,Washed / Wet,
1206,Mexico,zaragoza itundujia,2012,7.5,7,6.92,7.08,6.92,6.75,6.75,78.92,0.16,None,1400,1400,m,Washed / Wet,
1207,Nicaragua,jalapa,2016,7.17,7,6.92,7,7,7,6.75,78.83,0.1,Green,1100,1100,m,Other,
1208,US-Hawaii,kona,2013,7.5,6.92,6.92,7.25,7.58,7.42,7.17,78.75,0.12,Green,130,130,m,Natural / Dry,
1209,Guatemala,oriente,2013,7.33,7.08,6.33,7.25,7,7,6.75,78.75,0.12,Green,1310.64,1310.64,ft,Washed / Wet,
1210,Mexico,veracruz,2012,7.25,6.83,6.83,7,7.17,7,6.67,78.75,0.14,Green,1320,1320,m,Washed / Wet,
1211,Mexico,veracruz,2012,7.25,7.33,7.17,7.25,7.08,7,7,78.75,0.14,None,1250,1250,m,Semi-washed / Semi-pulped,
1212,Mexico,"ohuapan, tlaltetela",2012,7.67,7.17,6.83,7.33,7.58,7.17,7,78.75,0.12,,1350,1350,m,Washed / Wet,
1213,China,yunnan,2013,7,6.92,6.83,7.17,7.17,7.17,7.08,78.67,0,Green,1850,1850,m,Washed / Wet,
1214,Mexico,yecuatla,2012,6.92,6.92,6.67,7.25,7.17,6.92,6.83,78.67,0.13,None,1150,1150,m,Washed / Wet,
1217,Guatemala,oriente,2014,7.33,7.17,6.92,7.58,7.25,7.17,7.17,78.58,0.12,Green,1219.2,1219.2,ft,Washed / Wet,
1218,Taiwan,"dongshan dist., tainan city 臺南市東山區",2013,6.83,6.75,7.17,7.25,7,6.92,6.67,78.58,0.1,Green,800,800,m,Washed / Wet,
1219,Mexico,tapachula,2012,7,7,6.75,7.33,6.92,6.92,6.67,78.58,0.13,Green,1400,1400,m,Washed / Wet,
1220,Mexico,cofradia de suchitlan,2012,7.92,7.58,7.58,7.92,7.92,7.5,7.5,78.58,0.1,,1300,1300,m,Washed / Wet,
1221,US-Hawaii,kona,,7.92,6.83,7.08,7.42,6.75,7.33,7.25,78.58,0,,130,130,m,,
1222,Mexico,"sierra, chiapas",2014,7.25,6.75,6.92,6.92,7.25,7.58,7.17,78.5,0,Green,1600,1600,m,Washed / Wet,
1223,Mexico,villa talea de castro,2012,7.08,6.83,6.83,7,7,6.92,6.83,78.5,0.12,None,1400,1400,m,Washed / Wet,
1224,Mexico,los angeles,2012,7.25,7.17,7,6.83,7.58,7.08,6.92,78.5,0.13,Green,1200,1200,m,Washed / Wet,
1226,Mexico,zaragoza itundujia,2012,7.58,7.17,7,7.17,7.33,7,7.17,78.42,0.14,None,1500,1500,m,Washed / Wet,
1227,US-Hawaii,kona,2014,7.5,7.75,7.58,7.83,7.92,7.92,7.83,78.33,0.1,Bluish-Green,130,130,m,Natural / Dry,
1228,Guatemala,oriente,2014,7.17,6.5,6.67,7,7.17,7.17,6.67,78.33,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1229,Guatemala,oriente,2012,7.17,7.17,6.5,7.17,7,6.83,6.5,78.33,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1230,Mexico,"xochitonalco, huautla        ",2012,7.25,7.25,7,7.5,7.33,7.42,7.75,78.33,0.13,Green,1300,1300,m,Natural / Dry,
1232,US-Hawaii,kona,2014,7.5,7.5,7.33,7.58,7.5,7.42,7.42,78.25,0.11,Green,130,130,m,Natural / Dry,
1233,US-Hawaii,kona,2012,7.42,7.33,7.33,7.5,7.67,7.75,7.25,78.25,0.11,Green,130,130,m,Natural / Dry,
1234,Indonesia,ijen,2016,6.92,6.83,6.92,6.92,6.92,6.83,6.83,78.17,0.13,,1300,1300,m,Washed / Wet,
1235,Mexico,cordoba,2012,7.08,6.83,6.67,7.25,7.25,6.92,6.75,78.08,0.11,Green,1050,1050,m,Washed / Wet,
1236,Taiwan,"台南市東山區( dongshan dist., tainan city)",2016,7.5,7.08,7.33,7.17,7.5,7.5,7.25,78,0,Green,650,650,m,Washed / Wet,
1237,Honduras,intibuca,2014,6.83,7,6.67,7,7,6.83,6.67,78,0.11,Green,1350,1350,m,Natural / Dry,
1238,US-Hawaii,kona,2014,7.58,7.33,7.5,7.42,7.5,7.33,7.33,78,0.12,Green,130,130,m,Natural / Dry,
1239,Guatemala,oriente,2014,7.42,7.25,6.83,7.33,7,6.92,7.25,78,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1240,China,yunnan,2013,7.33,7.17,6.92,7.08,7.33,7,7.17,78,0.1,Green,1200,1200,m,Washed / Wet,
1241,Guatemala,oriente,2013,7,6.83,6.83,7.17,6.67,6.83,6.67,78,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1242,Mexico,"motozintla, chiapas",2012,7.25,7.33,7,7,7.25,7.08,7.08,78,0.12,Green,850,850,m,Washed / Wet,
1244,CostaRica,occidental,2014,7.5,7.25,7.42,7,7.08,6.83,6.83,77.92,0.12,Green,1200,1200,m,Washed / Wet,
1245,Mexico,petatlan,2012,7.42,7.25,7,7,7.25,7.08,6.92,77.92,0.11,Green,1248,1248,m,Washed / Wet,
1247,Nicaragua,jinotega,2016,7.42,7,7,7.17,7.08,7,7.17,77.83,0.1,Bluish-Green,1000,1000,m,,
1249,Guatemala,oriente,2013,7,6.83,6.67,7.17,6.83,6.83,6.5,77.83,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1250,Taiwan,"dongshan dist., tainan city 臺南市東山區",2012,7.17,6.75,6.58,7.33,7.33,7.17,6.67,77.67,0.11,Bluish-Green,800,775,m,Washed / Wet,
1251,US-Hawaii,kona,2013,7.58,7.67,7.58,7.67,7.42,7.42,7.58,77.58,0.12,Green,130,130,m,Natural / Dry,
1252,Mexico,coatepec,2012,7.17,6.75,6.58,6.75,6.83,6.75,6.67,77.5,0.13,Green,1300,1300,m,Washed / Wet,
1253,Guatemala,oriente,2013,7.08,6.92,6.33,7,6.92,7,6.17,77.42,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1254,Brazil,south of minas,2017 / 2018,7.5,7.33,7.42,7.58,7.58,6.92,7,77.33,0,Green,890,890,m,Natural / Dry,
1255,Guatemala,oriente,2014,7.33,7,6.83,7.17,7.17,7.17,6.67,77.33,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
1256,Mexico,zaragoza itundujia,2012,7.33,7,6.67,7,6.92,6.92,6.83,77.33,0.15,None,1500,1500,m,Washed / Wet,
1257,Haiti,"dondon, haiti",2013,6.83,6.83,6.83,6.75,6.92,6.92,6.83,77.25,0.1,,1250,825,m,Washed / Wet,
1258,US-Hawaii,kona,2013,7.08,6.92,6.83,6.67,7.58,7.42,6.75,77.25,0.12,Green,130,130,m,Natural / Dry,
1259,Mexico,"motozintla, chiapas",2012,7.08,7,7,7.25,7.33,7.25,6.92,77.17,0.12,Green,1200,1200,m,Washed / Wet,
1260,Other,san ignacio,2014,7.42,7.75,7.42,7.67,7.92,7.83,7.67,77,0,Green,1500,1200,m,Washed / Wet,
1262,Mexico,"pluma hidalogo, oaxaca",08/09 crop,6.67,6.33,6.42,6.83,7,6.92,6.58,76.75,0,,1200,1200,m,,
1264,Mexico,coatepec,2012,7.17,6.58,6.58,7,7.25,6.58,6.58,76.42,0.13,Green,1100,1100,m,Washed / Wet,
1265,Guatemala,oriente,2012,7.5,7,6.83,7.5,7.17,7.33,7,76.33,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1267,US-Hawaii,kona,2014,7.25,7.08,6.83,7.17,7.33,6.83,7.08,76.25,0,Green,130,130,m,Natural / Dry,
1268,US-Hawaii,kona,2013,7.5,7.33,7.33,7.58,7.67,7.25,7.5,76.17,0,Bluish-Green,130,130,m,Natural / Dry,
1269,Mexico,zaragoza itundujia,2012,7.42,7,6.83,7.08,6.92,6.83,6.75,76.17,0.16,None,1400,1400,m,Washed / Wet,
1270,Indonesia,indonesia,2011,7.33,7,6.5,6.08,7.58,6.33,6.67,76.17,0.12,None,3500,3500,m,Natural / Dry,
1271,Mexico,tepictla,2012,7.08,6.83,6.83,7.17,7.17,7.08,6.58,76.08,0.12,Green,1250,1250,m,Washed / Wet,
1272,Honduras,intibuca,2014,6.83,6.83,6.67,6.83,7,6.83,7,76,0.11,Green,1350,1350,m,Natural / Dry,
1273,Philippines,"benguet, mountain province",2012,6.83,6.5,6.5,6.92,6.75,7,6.67,75.83,0.12,Green,1000,1000,m,Washed / Wet,
1275,Guatemala,oriente,2012,7.92,7.58,7.17,7.58,7.33,7.17,6.83,75.58,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1277,Mexico,tlacuilotepec,2012,7.5,7.25,6.92,7,7.17,6.83,6.83,75.5,0.11,Green,1100,1100,m,Washed / Wet,
1278,Mexico,ocosingo,2012,7.17,6.92,6.67,6.83,7.25,7.75,6.58,75.17,0.11,Green,1200,1200,m,Washed / Wet,
1279,Mexico,,2012,7.25,6.83,6.67,7.08,7.17,6.83,6.67,75.17,0.12,,1100,1100,m,Washed / Wet,
1280,Mexico,huautla de jimenez,2012,7.17,7.17,6.83,7.17,7.42,6.67,6.75,75.17,0.13,Bluish-Green,1280,1280,m,Washed / Wet,
1281,Mexico,menglian,2012,7,6.92,6.75,6.92,7.17,6.83,6.75,75,0.14,Green,850,850,m,Washed / Wet,
1282,Mexico,zaragoza itundujia,2012,7.08,6.75,6.58,7,7,6.75,6.42,74.92,0.17,None,1500,1500,m,Washed / Wet,
1283,Mexico,coatepec,2012,7.33,6.75,6.67,7.25,7.5,7,7,74.83,0.12,Green,1250,1250,m,Washed / Wet,
1286,Mexico,chiapas,2013,7.08,7,6.83,7.5,7.33,6.83,6.75,74.67,0.12,Green,1700,1700,m,Washed / Wet,
1287,US-Hawaii,kona,2014,7.5,7.25,7,7.25,7.42,7.33,7.33,74.42,0,Blue-Green,130,130,m,Natural / Dry,
1288,Guatemala,oriente,2013,6.5,6.33,6.5,7.5,7.33,6.83,6,74.33,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
1289,Mexico,"chocaman, veracruz",2012,7,6.58,6.67,6.83,7.08,6.83,6.67,74.33,0.14,Green,1140,1140,m,Washed / Wet,
1290,Mexico,xalapa,2012,6.92,6.42,6.17,7.33,7.25,6.75,6.5,74,0.13,None,1200,1200,m,Washed / Wet,
1291,Mexico,coatepec,2012,7.67,7,7.17,7.58,7.33,7.33,7.08,73.83,0.12,Green,1250,1250,m,Washed / Wet,
1292,US-Hawaii,kona,2012,7.17,7.17,7.17,7.58,7.67,6.92,7.33,73.67,0,,130,130,m,Natural / Dry,
1294,Honduras,intibuca,2014,7,7.17,6.83,7.17,7,7.17,7.08,73.42,0.11,Green,1350,1350,m,Washed / Wet,
1295,Mexico,sierra alta mixe y zapoteca,2014,7.08,7.08,6.92,7.08,6.92,6.92,6.92,72.92,0,,1200,1200,m,Washed / Wet,
1297,US-Hawaii,kona,2014,6.92,6.92,6.92,7.5,7.58,7.17,6.92,72.58,0.11,Green,130,130,m,Natural / Dry,
1298,Haiti,marmelade,2010,6.92,6.75,7.08,7.17,7.33,6.67,6.42,72.33,0.08,,1400,1020,m,,
1299,CostaRica,occidental,2014,6.33,6.5,6.33,6.83,6.33,6.5,6.25,71.75,0.11,Green,1200,1200,m,Washed / Wet,
1300,Mexico,tlatlauquitepec,2012,6.92,6.92,6.92,6.92,7.17,7,6.58,71.08,0.12,Green,800,800,m,Washed / Wet,
1301,Mexico,veracruz,2012,6.5,6.67,6.42,7.17,7.33,6.5,6.42,71,0.11,Green,1800,1800,m,Washed / Wet,
1302,Mexico,"sierra norte yajalon, chiapas",2014,6.92,7,6.83,6.92,7.42,6.92,6.75,70.75,0.12,Green,1000,1000,m,Washed / Wet,
1304,Honduras,marcala,2014,6.67,6.5,6.17,6.67,6.83,6.17,6.33,69.33,0.1,Green,1450,1450,m,Washed / Wet,
1305,Honduras,marcala,2014,7,6.17,6.17,6.67,6.5,6.17,6.5,69.17,0.1,Green,1450,1450,m,Washed / Wet,
1306,Honduras,marcala,2014,7,6.33,6.17,6.5,6.67,6.17,6.33,69.17,0.1,Green,1450,1450,m,Washed / Wet,
1307,Mexico,juchique de ferrer,2012,7.08,6.83,6.25,7.42,7.25,6.75,6.75,68.33,0.11,None,900,900,m,Washed / Wet,
1308,Haiti,"department d'artibonite , haiti",2012,6.75,6.58,6.42,6.67,7.08,6.67,6.42,67.92,0.14,Blue-Green,350,350,m,Natural / Dry,
1309,Nicaragua,jalapa,2016,7.25,6.58,6.33,6.25,6.42,6.08,6.17,63.08,0.13,Green,1100,1100,m,Other,
1310,Guatemala,nuevo oriente,2012,7.5,6.67,6.67,7.67,7.33,6.67,6.67,59.83,0.1,Green,1417.32,1417.32,ft,Washed / Wet,
